"doc_id","doc_type","title","citation","court","bench","year","primary_article","secondary_articles","legal_topics","url","content"
"case_042","landmark_case","T.M.A. Pai Foundation v. State of Karnataka","(2002) 8 SCC 481","Supreme Court of India","11-Judge Constitution Bench (Kirpal CJ, Pattanaik, Rajendra Babu, Quadri, Ruma Pal, Variava, Shivraj Patil, Pasayat, Bhan, Agrawal, Lakshmanan)","2002","Article 30","Article 19(1)(g), Article 26, Article 29","Minority educational institutions, state-wise determination of minority, unaided private colleges, autonomy in admissions, prohibition of capitation fee","https://indiankanoon.org/doc/1983234/","LANDMARK PRINCIPLE: 11-Judge Bench held that religious and linguistic minority status is determined state-wise; established administrative and financial autonomy of unaided private educational institutions.

FACTS: Private aided and unaided professional colleges challenged sweeping state regulations controlling fee structures, seat allocations, and admission quotas in Karnataka and other states.

ISSUE: What is the unit for determining religious and linguistic minorities under Article 30, and what is the extent of government control over unaided private institutions?

RELEVANT PROVISIONS: Article 19(1)(g), Article 26, Article 29, Article 30.

RATIO DECIDENDI: The 11-Judge Bench laid down: (1) Linguistic and religious minority status under Article 30 must be determined taking the State as the demographic unit, not the nation as a whole; (2) The right to establish and administer educational institutions is guaranteed to all citizens under Article 19(1)(g) and to minorities under Article 30; (3) Private unaided educational institutions have maximum autonomy in fee structure and admissions, provided admissions are transparent and merit-based; (4) Capitation fees and profiteering are strictly prohibited; and (5) State regulation of aided institutions can be greater to ensure academic standards.

FINAL HOLDING: Autonomy of private unaided professional colleges affirmed; minority status fixed state-wise."
"case_043","landmark_case","P.A. Inamdar v. State of Maharashtra","(2005) 6 SCC 537","Supreme Court of India","7-Judge Constitution Bench (Lahoti CJ, Balakrishnan, Sema, S.B. Sinha, G.P. Mathur, Balasubramanyan, P.K. Balasubramanyan)","2005","Article 19","Article 30, Article 15","State quotas in private unaided colleges, reservations in unaided institutions, common entrance test, NRI quotas","https://indiankanoon.org/doc/1712542/","LANDMARK PRINCIPLE: Ruled that the State cannot impose reservation quotas on private unaided professional educational institutions (led to 93rd Amendment enacting Article 15(5)).

FACTS: Private unaided professional engineering and medical colleges challenged state government orders appropriating percentage quotas for state reservations and capping fees.

ISSUE: Can the State impose affirmative action/reservations on private unaided minority and non-minority institutions without statutory or constitutional authorization?

RELEVANT PROVISIONS: Article 19(1)(g), Article 30, Article 15.

RATIO DECIDENDI: The 7-Judge Bench unanimously held that the State cannot compel private unaided educational institutions to implement government reservation policies or surrender seats to a State quota. Imposing reservations on an unaided institution constitutes an unreasonable restriction under Article 19(6) and violates minority autonomy under Article 30. Unaided institutions are entitled to conduct admissions through a fair, transparent, and non-exploitative Common Entrance Test (CET). (Parliament subsequently enacted the 93rd Constitutional Amendment, 2005, introducing Article 15(5) to overturn this restriction).

FINAL HOLDING: State quota reservations in private unaided institutions quashed."
"case_044","landmark_case","Lily Thomas v. Union of India","(2013) 7 SCC 653","Supreme Court of India","2-Judge Bench (Patnaik, Mukhopadhaya)","2013","Article 102","Article 191, Representation of the People Act 1951 Section 8(4)","Criminalization of politics, disqualification of convicted legislators, unconstitutionality of Section 8(4) RPA, immediate disqualification","https://indiankanoon.org/doc/1359146/","LANDMARK PRINCIPLE: Struck down Section 8(4) of the Representation of the People Act; held that convicted MPs and MLAs stand immediately disqualified upon conviction.

FACTS: Advocate Lily Thomas challenged Section 8(4) of the Representation of the People Act, 1951, which allowed sitting MPs and MLAs convicted of serious crimes to retain their legislative seats if they filed an appeal within 3 months.

ISSUE: Whether Parliament had the legislative competence under Articles 102(1)(e) and 191(1)(e) to provide a special immunity shield against disqualification for sitting legislators.

RELEVANT PROVISIONS: Article 102(1)(e), Article 191(1)(e), Section 8(4) RPA 1951.

RATIO DECIDENDI: The Supreme Court held that Articles 102(1)(e) and 191(1)(e) of the Constitution govern disqualification of candidates as well as sitting members alike. The Constitution does not confer any power on Parliament to create a discriminatory dual standard shielding convicted sitting legislators from immediate disqualification while barring ordinary citizens. Section 8(4) was ultra vires the Constitution. Sitting MPs and MLAs sentenced to not less than 2 years imprisonment stand immediately disqualified from the date of conviction.

FINAL HOLDING: Section 8(4) of RPA declared unconstitutional; automatic disqualification upon conviction established."
"case_045","landmark_case","Union of India v. Association for Democratic Reforms (ADR)","(2002) 5 SCC 294","Supreme Court of India","3-Judge Bench (Shah, Agrawal, Lakshmanan)","2002","Article 19","Article 324, Representation of the People Act 1951","Voters' right to know, disclosure of candidate criminal antecedents, assets, educational qualifications, electoral transparency","https://indiankanoon.org/doc/1218090/","LANDMARK PRINCIPLE: Established that voters have a Fundamental Right to Know under Article 19(1)(a) regarding criminal antecedents, assets, and qualifications of electoral candidates.

FACTS: Association for Democratic Reforms (ADR) filed a writ petition seeking directions to compel candidates contesting parliamentary and assembly elections to disclose their criminal backgrounds, financial assets, and educational qualifications.

ISSUE: Does the voter have a fundamental right under Article 19(1)(a) to know the background of candidates seeking election to public office?

RELEVANT PROVISIONS: Article 19(1)(a), Article 324, Representation of the People Act 1951.

RATIO DECIDENDI: The Supreme Court ruled that democracy cannot survive without free and informed choice. The freedom of speech and expression guaranteed under Article 19(1)(a) includes the right to impart and receive information. A citizen cannot cast an intelligent and meaningful vote in a democratic election without knowing the background, criminal records, pending charges, assets/liabilities, and educational qualifications of the candidate. Under Article 324, the Election Commission has plenary powers to require mandatory disclosure affidavits.

FINAL HOLDING: Mandatory disclosure affidavits of candidate antecedents enforced for all elections."
"case_046","landmark_case","M. Nagaraj v. Union of India","(2006) 8 SCC 212","Supreme Court of India","5-Judge Constitution Bench (Sabharwal CJ, Balakrishnan, S.H. Kapadia, C.K. Thakker, P.K. Balasubramanyan)","2006","Article 16","Article 14, Article 335, 77th, 81st, 82nd, 85th Amendments","SC/ST reservations in promotions, backwardness, inadequacy of representation, administrative efficiency, quantifiable data","https://indiankanoon.org/doc/211089/","LANDMARK PRINCIPLE: Upheld constitutional amendments enabling SC/ST reservations in promotions, subject to the State proving backwardness, inadequacy of representation, and efficiency with quantifiable data.

FACTS: General category employees challenged the 77th, 81st, 82nd, and 85th Constitutional Amendments which inserted Articles 16(4A) and 16(4B) permitting consequential seniority in promotions for SCs/STs and carry-forward of unfilled vacancies.

ISSUE: Whether constitutional amendments enabling promotional reservations alter the Basic Structure by abrogating the 50% ceiling and merit principles.

RELEVANT PROVISIONS: Article 16(4A), Article 16(4B), Article 335, Article 368.

RATIO DECIDENDI: The Constitution Bench upheld the amendments as enabling provisions. However, the court held that the exercise of power under Article 16(4A) is subject to three mandatory constitutional conditions: The State must show in each case by quantifiable data (1) the backwardness of the class, (2) the inadequacy of representation in the specific service/cadre, and (3) that overall administrative efficiency under Article 335 is not compromised. Furthermore, promotional quotas must respect the 50% ceiling and creamy layer exclusion.

FINAL HOLDING: Amendments upheld; quantifiable data on representation and efficiency mandated before implementing promotional quotas."
"case_047","landmark_case","Jarnail Singh v. Lachhmi Narain Gupta","(2018) 10 SCC 396","Supreme Court of India","5-Judge Constitution Bench (Misra CJ, Kurian Joseph, Nariman, U.U. Lalit, Ashok Bhushan)","2018","Article 16","Article 14, Article 335, Article 341, Article 342","Creamy layer application to SC/ST promotions, Nagaraj modification, quantifiable data on backwardness struck down","https://indiankanoon.org/doc/211089/","LANDMARK PRINCIPLE: Modified Nagaraj by holding that the State need not collect quantifiable data on backwardness for SC/STs, but affirmed that the 'Creamy Layer' principle applies to SC/ST promotions.

FACTS: The Union of India sought a referral of M. Nagaraj to a 7-Judge Bench, arguing that requiring quantifiable data on the backwardness of SCs and STs violated the Presidential Orders under Articles 341 and 342.

ISSUE: Does requiring quantifiable data on SC/ST backwardness run contrary to Indra Sawhney, and does the creamy layer exclusion apply to Scheduled Castes and Scheduled Tribes in promotions?

RELEVANT PROVISIONS: Article 16(4A), Article 341, Article 342, Article 335.

RATIO DECIDENDI: The 5-Judge Bench held that Nagaraj's requirement to collect quantifiable data on the backwardness of SCs/STs was contrary to Indra Sawhney (which held that SC/STs are inherently backward) and invalidated that specific requirement. However, the court firmly held that the 'Creamy Layer' principle is an essential facet of equality under Articles 14 and 16(1). The socially and economically advanced members of SC/STs cannot walk away with promotional benefits at the expense of genuinely impoverished members of the community.

FINAL HOLDING: No data on backwardness required for SC/ST; Creamy Layer principle holds good for SC/ST reservations in promotions."
"case_048","landmark_case","Indian Young Lawyers Association v. State of Kerala (Sabarimala Case)","(2019) 11 SCC 1","Supreme Court of India","5-Judge Constitution Bench (Misra CJ, Khanwilkar, Nariman, Chandrachud, Indu Malhotra)","2018","Article 25","Article 14, Article 15, Article 17, Article 21, Article 26","Women entry in Sabarimala temple, biological discrimination, physiological exclusion, constitutional morality, religious denomination test","https://indiankanoon.org/doc/631708/","LANDMARK PRINCIPLE: Struck down the exclusion of women aged 10-50 from entering the Sabarimala temple as a violation of Articles 14, 15, 21, and 25; elevated Constitutional Morality over social stigma.

FACTS: Rule 3(b) of the Kerala Hindu Places of Public Worship (Authorization of Entry) Rules, 1965 prohibited women aged 10 to 50 years (menstruating women) from entering the Sabarimala Ayyappa temple in Kerala.

ISSUE: Does the prohibition of women of menstruating age violate Articles 14, 15, and 21, or is it protected under Article 26 as an essential religious practice of a religious denomination?

RELEVANT PROVISIONS: Article 14, Article 15(1), Article 21, Article 25, Article 26, Kerala Entry Rules 1965 Rule 3(b).

RATIO DECIDENDI: By a 4-1 majority, the Constitution Bench held that: (1) Ayyappa devotees do not constitute a separate religious denomination under Article 26, but are part of the larger Hindu faith; (2) Excluding women based on biological/physiological factors like menstruation is a form of untouchability and discrimination violating Articles 14, 15, and 21; (3) Freedom of religion under Article 25(1) is guaranteed equally to all persons and is expressly subject to Part III; and (4) 'Constitutional Morality' requires the eradication of misogynistic and discriminatory practices in public religious spaces. (Justice Indu Malhotra dissented on judicial review over religious beliefs).

FINAL HOLDING: Rule 3(b) struck down; women of all ages permitted to enter Sabarimala temple."
"case_049","landmark_case","National Legal Services Authority (NALSA) v. Union of India","(2014) 5 SCC 438","Supreme Court of India","2-Judge Bench (K.S. Radhakrishnan, A.K. Sikri)","2014","Article 21","Article 14, Article 15, Article 19(1)(a)","Transgender rights, third gender recognition, gender identity self-determination, bodily autonomy, affirmative action","https://indiankanoon.org/doc/1939993/","LANDMARK PRINCIPLE: Legally recognized transgender persons as the 'Third Gender'; affirmed self-determination of gender identity as an inalienable facet of Article 21 liberty and dignity.

FACTS: NALSA filed a writ petition highlighting systemic social exclusion, violence, and non-recognition of transgender, hijra, and kinner individuals under the binary legal framework of male/female.

ISSUE: Whether non-recognition of transgender persons as a third gender violates Articles 14, 15, 19, and 21 of the Constitution.

RELEVANT PROVISIONS: Article 14, Article 15, Article 16, Article 19(1)(a), Article 21, Yogyakarta Principles.

RATIO DECIDENDI: The Supreme Court held that gender identity is an intrinsic aspect of human personality, self-determination, and personal liberty protected under Article 21. Forcing individuals into a binary male/female classification against their self-identified gender violates their dignity. Discrimination based on 'sex' in Articles 15 and 16 includes discrimination based on gender identity. The court granted constitutional recognition to transgender persons as a 'third gender' and directed the State to treat them as socially and educationally backward classes for affirmative action and educational reservations.

FINAL HOLDING: Right of transgender persons to self-determine gender affirmed; affirmative protection and welfare measures mandated."
"case_002_ratio_01","ratio_chunk","Maneka Gandhi v. Union of India [Ratio 01: Substantive Due Process]","AIR 1978 SC 597","Supreme Court of India","7-Judge Constitution Bench","1978","Article 21","Article 14, Article 19","Substantive due process, procedure established by law, just fair and reasonable test","https://indiankanoon.org/doc/1766147/","[Case: Maneka Gandhi v Union of India
Citation: AIR 1978 SC 597
Article: 21]

LEGAL PRINCIPLE: The phrase 'procedure established by law' in Article 21 cannot be an arbitrary, oppressive, or fanciful statutory procedure. It must strictly conform to the principles of natural justice and be 'just, fair, and reasonable', effectively importing substantive due process into Indian constitutional law.

HOLDING: Any enacted procedure that deprives a person of life or personal liberty is unconstitutional under Article 21 if it lacks fairness, equity, or reasonableness.

COURT REASONING: The court reasoned that 'law' in Article 21 is not mere state-enacted legislation. A procedure established by law cannot be arbitrary, otherwise Article 21 would offer no real protection against despotic state enactments. Reasonableness is an essential element of equality and non-arbitrariness under Article 14, and therefore procedure under Article 21 must be reasonable, right, and just."
"case_002_ratio_02","ratio_chunk","Maneka Gandhi v. Union of India [Ratio 02: Golden Triangle]","AIR 1978 SC 597","Supreme Court of India","7-Judge Constitution Bench","1978","Article 21","Article 14, Article 19","Golden triangle, mutual interdependence of fundamental rights, non-arbitrariness","https://indiankanoon.org/doc/1766147/","[Case: Maneka Gandhi v Union of India
Citation: AIR 1978 SC 597
Article: 21]

LEGAL PRINCIPLE: Fundamental Rights under Part III do not operate as isolated, mutually exclusive silos; rather, Articles 14, 19, and 21 form an indivisible, interconnected trinity known as the 'Golden Triangle'.

HOLDING: A law depriving personal liberty under Article 21 must simultaneously satisfy the equality and non-arbitrariness mandates of Article 14 and the reasonableness tests under Article 19.

COURT REASONING: Justice Bhagwati rejected the Gopalan doctrine of mutually exclusive fundamental rights. The principle of reasonableness which legally as well as philosophically informs Article 14 must also permeate Article 21. Any law that is arbitrary under Article 14 is inherently unreasonable and cannot constitute valid 'procedure established by law' under Article 21."
"case_002_ratio_03","ratio_chunk","Maneka Gandhi v. Union of India [Ratio 03: Post-Decisional Hearing]","AIR 1978 SC 597","Supreme Court of India","7-Judge Constitution Bench","1978","Article 21","Article 14, Passports Act 1967","Natural justice, audi alteram partem, post-decisional hearing, impounding passport","https://indiankanoon.org/doc/1766147/","[Case: Maneka Gandhi v Union of India
Citation: AIR 1978 SC 597
Article: 21]

LEGAL PRINCIPLE: The rule of natural justice (audi alteram partem) is an essential facet of fairness and non-arbitrariness under Articles 14 and 21; where pre-decisional hearing would defeat the statutory object, a prompt post-decisional hearing satisfies natural justice.

HOLDING: While impounding a passport without giving reasons is unconstitutional, affording a fair post-decisional hearing cures the initial procedural defect.

COURT REASONING: The court observed that natural justice is not an unruly horse or a mechanical ritual. Although administrative urgency may occasionally justify dispensing with prior notice before seizing a passport to prevent flight from justice, the authority must immediately thereafter provide a full opportunity of being heard and communicate the reasons for the impoundment."
"case_003_ratio_01","ratio_chunk","Justice K.S. Puttaswamy (Retd.) v. Union of India [Ratio 01: Privacy as Intrinsic Right]","(2017) 10 SCC 1","Supreme Court of India","9-Judge Constitution Bench","2017","Article 21","Article 14, Article 19, Part III","Fundamental right to privacy, informational privacy, bodily autonomy, decisional privacy","https://indiankanoon.org/doc/127517806/","[Case: Justice K.S. Puttaswamy (Retd.) v Union of India
Citation: (2017) 10 SCC 1
Article: 21]

LEGAL PRINCIPLE: The Right to Privacy is a fundamental and inalienable right emanating intrinsically from the guarantee of life, personal liberty, and human dignity under Article 21, and is grounded in the foundational freedoms of Part III.

HOLDING: Privacy is protected as an essential aspect of dignity, encompassing spatial privacy, bodily privacy, informational privacy, and personal decisional autonomy.

COURT REASONING: Justice D.Y. Chandrachud writing for the bench explained that privacy is the constitutional core of human dignity. It enables individuals to preserve their autonomy, control dissemination of intimate information, and protect their physical and psychological integrity against State and private encroachment."
"case_003_ratio_02","ratio_chunk","Justice K.S. Puttaswamy (Retd.) v. Union of India [Ratio 02: Three-Fold Proportionality Test]","(2017) 10 SCC 1","Supreme Court of India","9-Judge Constitution Bench","2017","Article 21","Article 14, Article 19","Proportionality standard, legitimacy, necessity, least restrictive means, state intrusion on privacy","https://indiankanoon.org/doc/127517806/","[Case: Justice K.S. Puttaswamy (Retd.) v Union of India
Citation: (2017) 10 SCC 1
Article: 21]

LEGAL PRINCIPLE: Any State intrusion into personal privacy under Article 21 must satisfy a rigorous three-fold constitutional test of proportionality.

HOLDING: To legitimately restrict privacy, the State must prove: (1) Legality (action backed by a valid statutory law); (2) Legitimate State Aim (must serve a compelling state interest); and (3) Proportionality (rational nexus and the least restrictive measure adopted).

COURT REASONING: An infringement of privacy cannot be justified by mere executive guidelines. The law must prevent arbitrary state discretion, contain procedural safeguards against data abuse, and ensure that the extent of rights deprivation is strictly proportionate to the objective sought."
"case_003_ratio_03","ratio_chunk","Justice K.S. Puttaswamy (Retd.) v. Union of India [Ratio 03: Overruling MP Sharma, Kharak Singh & ADM Jabalpur]","(2017) 10 SCC 1","Supreme Court of India","9-Judge Constitution Bench","2017","Article 21","Article 20(3), Article 359","Overruling precedent, MP Sharma, Kharak Singh, ADM Jabalpur, HR Khanna dissent vindicated","https://indiankanoon.org/doc/127517806/","[Case: Justice K.S. Puttaswamy (Retd.) v Union of India
Citation: (2017) 10 SCC 1
Article: 21]

LEGAL PRINCIPLE: The decisions in M.P. Sharma (1954) and Kharak Singh (1963) are formally overruled to the extent they held that privacy is not a fundamental right; the majority judgment in ADM Jabalpur (1976) is declared profoundly flawed and expressly overruled.

HOLDING: Precedents denying privacy or sanctioning suspension of personal liberty during emergency are discarded from Indian constitutional jurisprudence.

COURT REASONING: The 9-Judge Bench held that the textual absence of the word 'privacy' in Part III does not negate its existence, as fundamental rights protect unenumerated core liberties. The court celebrated Justice H.R. Khanna's dissent in ADM Jabalpur, declaring that life and personal liberty pre-date the Constitution and can never be extinguished by executive decree."
"case_004_ratio_01","ratio_chunk","Kesavananda Bharati v. State of Kerala [Ratio 01: Basic Structure Doctrine]","(1973) 4 SCC 225","Supreme Court of India","13-Judge Constitution Bench","1973","Article 368","Article 13, Preamble","Basic structure doctrine, constituent amending power, unamendable core, supremacy of constitution","https://indiankanoon.org/doc/257876/","[Case: Kesavananda Bharati v State of Kerala
Citation: (1973) 4 SCC 225
Article: 368]

LEGAL PRINCIPLE: Parliament's constituent power to amend the Constitution under Article 368 is broad but not unlimited; it does not include the power to alter, damage, or destroy the 'Basic Structure' or foundational identity of the Constitution.

HOLDING: The word 'amend' in Article 368 implies retaining the original constitutional identity; Parliament cannot destroy its own constitutional creator.

COURT REASONING: Chief Justice Sikri and the majority held that the Constitution is not a tabula rasa that can be dismantled by a temporary legislative majority. The constituent power to amend is distinct from the power to enact a new Constitution. Foundational features like republican democracy, secularism, separation of powers, and judicial review form the bedrock of the constitutional structure and cannot be abrogated."
"case_004_ratio_02","ratio_chunk","Kesavananda Bharati v. State of Kerala [Ratio 02: Judicial Review as Basic Feature]","(1973) 4 SCC 225","Supreme Court of India","13-Judge Constitution Bench","1973","Article 368","Article 31C, Article 32, Article 226","Judicial review, Article 31C second part struck down, exclusion of judicial scrutiny void","https://indiankanoon.org/doc/257876/","[Case: Kesavananda Bharati v State of Kerala
Citation: (1973) 4 SCC 225
Article: 368]

LEGAL PRINCIPLE: Judicial review of legislation is an essential basic feature of the Constitution; any constitutional amendment or statute that ousts judicial review is ultra vires and void.

HOLDING: The second clause of Article 31C, which barred courts from questioning whether an enactment actually gave effect to Directive Principles, was struck down as unconstitutional.

COURT REASONING: The court ruled that Parliament cannot confer upon itself or state legislatures conclusive authority to immunize their laws from judicial examination. An ouster of judicial review destroys the balance of power and violates the Basic Structure."
"case_005_ratio_01","ratio_chunk","Minerva Mills Ltd. v. Union of India [Ratio 01: Limited Amending Power as Basic Feature]","(1980) 3 SCC 625","Supreme Court of India","5-Judge Constitution Bench","1980","Article 368","Article 368(4), Article 368(5)","Limited amending power, basic structure, striking down 42nd Amendment Section 55","https://indiankanoon.org/doc/1939993/","[Case: Minerva Mills Ltd. v Union of India
Citation: (1980) 3 SCC 625
Article: 368]

LEGAL PRINCIPLE: A limited amending power is itself one of the basic features of the Constitution; Parliament cannot use its limited constituent power under Article 368 to enlarge that very power into an absolute, unlimited one.

HOLDING: Clauses (4) and (5) of Article 368 (inserted by the 42nd Amendment) seeking to exclude judicial review and claim unlimited amending power are unconstitutional and void.

COURT REASONING: Chief Justice Y.V. Chandrachud observed that the donor of a limited power cannot expand that power into an absolute one. If by constitutional amendment Parliament could remove all limitations on its amending power, it would destroy the basic structure by claiming supreme sovereignty over the Constitution itself."
"case_005_ratio_02","ratio_chunk","Minerva Mills Ltd. v. Union of India [Ratio 02: Harmonious Balance of FRs and DPSPs]","(1980) 3 SCC 625","Supreme Court of India","5-Judge Constitution Bench","1980","Article 368","Article 14, Article 19, Article 31C, Part IV","Harmonious balance, Fundamental Rights vs Directive Principles, bed-rock of Constitution","https://indiankanoon.org/doc/1939993/","[Case: Minerva Mills Ltd. v Union of India
Citation: (1980) 3 SCC 625
Article: 368]

LEGAL PRINCIPLE: The harmony and balance between Fundamental Rights (Part III) and Directive Principles of State Policy (Part IV) is an essential feature of the Basic Structure of the Indian Constitution.

HOLDING: Section 4 of the 42nd Amendment, which amended Article 31C to give blanket primacy to all Directive Principles over Articles 14 and 19, was declared unconstitutional.

COURT REASONING: The court held that Part III and Part IV together constitute the core of constitutional human rights. To destroy the guarantees of Fundamental Rights in the name of implementing Directive Principles is to uproot the foundation of the Constitution. They are like two wheels of a chariot; giving absolute supremacy to one at the expense of the other destroys the constitutional equilibrium."
"case_006_ratio_01","ratio_chunk","E.P. Royappa v. State of Tamil Nadu [Ratio 01: Dynamic Anti-Arbitrariness Doctrine]","(1974) 4 SCC 3","Supreme Court of India","5-Judge Constitution Bench","1974","Article 14","Article 16","Dynamic equality, anti-arbitrariness, rule of law vs whim and caprice","https://indiankanoon.org/doc/1331149/","[Case: E.P. Royappa v State of Tamil Nadu
Citation: (1974) 4 SCC 3
Article: 14]

LEGAL PRINCIPLE: Equality under Article 14 is a dynamic, living concept that cannot be confined within traditional classification doctrines; equality is completely antithetical to arbitrariness.

HOLDING: State action that is arbitrary, whimsical, or devoid of reason violates Article 14 per se, because equality and arbitrariness are sworn enemies.

COURT REASONING: Justice P.N. Bhagwati propounded that traditional classification theory is merely a judicial formula for determining whether an enactment is arbitrary. Where an executive or legislative action fails the test of reason and fair play, it necessarily infringes the constitutional guarantee of equality under Article 14."
"case_007_ratio_01","ratio_chunk","Indra Sawhney v. Union of India [Ratio 01: 50% Ceiling and Creamy Layer]","AIR 1993 SC 477","Supreme Court of India","9-Judge Constitution Bench","1992","Article 16","Article 14, Article 15","50% reservation ceiling, creamy layer exclusion, substantive equality","https://indiankanoon.org/doc/1363234/","[Case: Indra Sawhney v Union of India
Citation: AIR 1993 SC 477
Article: 16]

LEGAL PRINCIPLE: Reservations under Article 16(4) cannot exceed the strict 50% ceiling limit in any given year, and the 'Creamy Layer' must be excluded from OBC benefits to protect genuinely backward individuals.

HOLDING: 27% quota for OBCs is constitutionally valid subject to mandatory exclusion of the creamy layer and observance of the 50% cap on total reservations.

COURT REASONING: The 9-Judge Bench reasoned that Article 16(4) is an instrument of substantive equality under Article 16(1). However, reservation cannot become the rule and merit the exception; the 50% ceiling ensures administrative efficiency under Article 335 and fair competition for all citizens."
"case_008_ratio_01","ratio_chunk","Shayara Bano v. Union of India [Ratio 01: Manifest Arbitrariness Doctrine]","(2017) 9 SCC 1","Supreme Court of India","5-Judge Constitution Bench","2017","Article 14","Article 21, Article 25","Manifest arbitrariness, striking down legislation under Article 14, capricious state action","https://indiankanoon.org/doc/115701246/","[Case: Shayara Bano v Union of India
Citation: (2017) 9 SCC 1
Article: 14]

LEGAL PRINCIPLE: Plenary legislation, statutory provisions, and subordinate laws can be struck down under Article 14 on the ground of 'Manifest Arbitrariness'.

HOLDING: Enactments or recognized legal practices that are irrational, capricious, disproportionate, or devoid of determining principle violate Article 14.

COURT REASONING: Justice R.F. Nariman clarified that manifest arbitrariness is an independent ground of constitutional invalidation. An action is manifestly arbitrary when it is done without adequate determining principle, or is capricious, irrational, or excessively disproportionate."
"case_009_ratio_01","ratio_chunk","Navtej Singh Johar v. Union of India [Ratio 01: Constitutional Morality & Section 377]","(2018) 10 SCC 1","Supreme Court of India","5-Judge Constitution Bench","2018","Article 21","Article 14, Article 15","Constitutional morality, decriminalization of Section 377 IPC, sexual orientation, dignity","https://indiankanoon.org/doc/1199182/","[Case: Navtej Singh Johar v Union of India
Citation: (2018) 10 SCC 1
Article: 21]

LEGAL PRINCIPLE: 'Constitutional Morality' must prevail over majoritarian public morality; criminalizing consensual adult intimate relations under Section 377 IPC violates fundamental rights to liberty, dignity, and equality.

HOLDING: Consensual sexual acts between adults of the same sex are fully protected under Article 21 privacy and personal autonomy; Section 377 IPC is partially struck down.

COURT REASONING: The court held that the Constitution protects minorities against majoritarian prejudices. Sexual orientation is an innate, core attribute of human identity, and any statutory discrimination based on sexual orientation violates Article 14 and Article 15(1)."
"case_010_ratio_01","ratio_chunk","Shreya Singhal v. Union of India [Ratio 01: Discussion vs Advocacy vs Incitement]","(2015) 5 SCC 1","Supreme Court of India","2-Judge Bench","2015","Article 19","Article 19(1)(a), Article 19(2)","Section 66A IT Act struck down, freedom of speech online, incitement threshold, chilling effect","https://indiankanoon.org/doc/110813550/","[Case: Shreya Singhal v Union of India
Citation: (2015) 5 SCC 1
Article: 19]

LEGAL PRINCIPLE: Freedom of speech under Article 19(1)(a) protects discussion and advocacy; state prohibition is permitted under Article 19(2) only when speech reaches the clear threshold of 'Incitement'.

HOLDING: Section 66A of the Information Technology Act was struck down in its entirety for unconstitutional vagueness, overbreadth, and creating an intolerable chilling effect on online expression.

COURT REASONING: Justice Nariman established the clear boundary in free speech jurisprudence: Discussion of unpopular ideas is protected; Advocacy of even radical causes is protected; only when advocacy crosses into direct Incitement to violence or public disorder can the State intervene under Article 19(2)."
"case_016_ratio_01","ratio_chunk","Olga Tellis v. Bombay Municipal Corporation [Ratio 01: Right to Livelihood]","(1985) 3 SCC 545","Supreme Court of India","5-Judge Constitution Bench","1985","Article 21","Article 14, Article 19(1)(e)","Right to livelihood, pavement dwellers, eviction safeguards, natural justice","https://indiankanoon.org/doc/709776/","[Case: Olga Tellis v Bombay Municipal Corporation
Citation: (1985) 3 SCC 545
Article: 21]

LEGAL PRINCIPLE: The Right to Livelihood is an integral and inseparable facet of the Right to Life under Article 21; deprivation of livelihood strips life of its meaningful existence.

HOLDING: State authorities cannot summarily evict slum and pavement dwellers without complying with basic requirements of procedural fairness, prior notice, and opportunity of representation.

COURT REASONING: Chief Justice Chandrachud reasoned that what makes life worth living is the means to sustain it. Depriving an impoverished citizen of their small pavement trade or dwelling inevitably deprives them of their means of survival, directly engaging Article 21."
"case_017_ratio_01","ratio_chunk","Francis Coralie Mullin v. Administrator, UT of Delhi [Ratio 01: Human Dignity]","(1981) 1 SCC 608","Supreme Court of India","2-Judge Bench","1981","Article 21","Article 14","Right to life with dignity, beyond animal existence, prisoners' rights, access to lawyer","https://indiankanoon.org/doc/1712542/","[Case: Francis Coralie Mullin v Administrator, Union Territory of Delhi
Citation: (1981) 1 SCC 608
Article: 21]

LEGAL PRINCIPLE: The Right to Life under Article 21 means the Right to Live with Human Dignity, extending far beyond mere physical animal survival to include basic necessities, culture, and social interaction.

HOLDING: Incarcerated individuals and preventive detenus retain the fundamental right to human dignity, including the right to freely consult legal counsel and meet family members without arbitrary restrictions.

COURT REASONING: Justice Bhagwati held that any act which damages, degrades, or diminishes human dignity strikes at the core of Article 21. Imprisonment curtails liberty of movement, but does not extinguish a human being's fundamental right to be treated with dignity."
"case_018_ratio_01","ratio_chunk","Hussainara Khatoon v. Home Secretary, State of Bihar [Ratio 01: Speedy Trial & Legal Aid]","(1979) 3 SCC 816","Supreme Court of India","3-Judge Bench","1979","Article 21","Article 39A","Right to speedy trial, undertrials, free legal aid, bail reforms","https://indiankanoon.org/doc/1373215/","[Case: Hussainara Khatoon v State of Bihar
Citation: (1979) 3 SCC 816
Article: 21]

LEGAL PRINCIPLE: The Right to a Speedy Trial and Free Legal Aid for indigent accused are constitutional fundamental rights implicit in Article 21 and Article 39A.

HOLDING: Prolonged, indefinite incarceration of undertrials without trial violates Article 21; State cannot plead financial or administrative inability to deny speedy trials or legal counsel.

COURT REASONING: Justice Bhagwati held that a criminal procedure which permits an accused person to languish in jail for years without trial is oppressive and fails the Maneka Gandhi test of being 'just, fair, and reasonable'. Free legal services to impoverished accused are an imperative constitutional duty of the State."
